,datapoint,template,row,column,dtype,label
11491,"S.05.01.01.01,r0240,c0060",S.05.01.01.01,r0240,c0060,float64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11492,"S.05.01.01.01,r0300,c0060",S.05.01.01.01,r0300,c0060,float64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11493,"S.05.01.01.01,r0310,c0060",S.05.01.01.01,r0310,c0060,float64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11494,"S.05.01.01.01,r0320,c0060",S.05.01.01.01,r0320,c0060,float64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11495,"S.05.01.01.01,r0340,c0060",S.05.01.01.01,r0340,c0060,float64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11496,"S.05.01.01.01,r0400,c0060",S.05.01.01.01,r0400,c0060,float64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11497,"S.05.01.01.01,r0410,c0060",S.05.01.01.01,r0410,c0060,float64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11498,"S.05.01.01.01,r0420,c0060",S.05.01.01.01,r0420,c0060,float64,"Changes in other technical provisions|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11499,"S.05.01.01.01,r0440,c0060",S.05.01.01.01,r0440,c0060,float64,"Changes in other technical provisions|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11500,"S.05.01.01.01,r0500,c0060",S.05.01.01.01,r0500,c0060,int64,"Changes in other technical provisions|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11501,"S.05.01.01.01,r0550,c0060",S.05.01.01.01,r0550,c0060,float64,"Expenses incurred , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11502,"S.05.01.01.01,r0610,c0060",S.05.01.01.01,r0610,c0060,float64,"Expenses incurred|Administrative expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11503,"S.05.01.01.01,r0620,c0060",S.05.01.01.01,r0620,c0060,float64,"Expenses incurred|Administrative expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11504,"S.05.01.01.01,r0640,c0060",S.05.01.01.01,r0640,c0060,float64,"Expenses incurred|Administrative expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11505,"S.05.01.01.01,r0700,c0060",S.05.01.01.01,r0700,c0060,float64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11506,"S.05.01.01.01,r0710,c0060",S.05.01.01.01,r0710,c0060,float64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11507,"S.05.01.01.01,r0720,c0060",S.05.01.01.01,r0720,c0060,float64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11508,"S.05.01.01.01,r0740,c0060",S.05.01.01.01,r0740,c0060,float64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11509,"S.05.01.01.01,r0800,c0060",S.05.01.01.01,r0800,c0060,float64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11510,"S.05.01.01.01,r0810,c0060",S.05.01.01.01,r0810,c0060,float64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11511,"S.05.01.01.01,r0820,c0060",S.05.01.01.01,r0820,c0060,float64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11512,"S.05.01.01.01,r0840,c0060",S.05.01.01.01,r0840,c0060,float64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11513,"S.05.01.01.01,r0900,c0060",S.05.01.01.01,r0900,c0060,float64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11514,"S.05.01.01.01,r0910,c0060",S.05.01.01.01,r0910,c0060,float64,"Expenses incurred|Acquisition expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11515,"S.05.01.01.01,r0920,c0060",S.05.01.01.01,r0920,c0060,float64,"Expenses incurred|Acquisition expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11516,"S.05.01.01.01,r0940,c0060",S.05.01.01.01,r0940,c0060,float64,"Expenses incurred|Acquisition expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11517,"S.05.01.01.01,r1000,c0060",S.05.01.01.01,r1000,c0060,float64,"Expenses incurred|Acquisition expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11518,"S.05.01.01.01,r1010,c0060",S.05.01.01.01,r1010,c0060,float64,"Expenses incurred|Overhead expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11519,"S.05.01.01.01,r1020,c0060",S.05.01.01.01,r1020,c0060,float64,"Expenses incurred|Overhead expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11520,"S.05.01.01.01,r1040,c0060",S.05.01.01.01,r1040,c0060,float64,"Expenses incurred|Overhead expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11521,"S.05.01.01.01,r1100,c0060",S.05.01.01.01,r1100,c0060,float64,"Expenses incurred|Overhead expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Marine, aviation and transport insurance"
11522,"S.05.01.01.01,r0110,c0070",S.05.01.01.01,r0110,c0070,float64,"Premiums written|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11523,"S.05.01.01.01,r0120,c0070",S.05.01.01.01,r0120,c0070,float64,"Premiums written|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11524,"S.05.01.01.01,r0140,c0070",S.05.01.01.01,r0140,c0070,float64,"Premiums written|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11525,"S.05.01.01.01,r0200,c0070",S.05.01.01.01,r0200,c0070,int64,"Premiums written|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11526,"S.05.01.01.01,r0210,c0070",S.05.01.01.01,r0210,c0070,float64,"Premiums earned|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11527,"S.05.01.01.01,r0220,c0070",S.05.01.01.01,r0220,c0070,float64,"Premiums earned|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11528,"S.05.01.01.01,r0240,c0070",S.05.01.01.01,r0240,c0070,float64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11529,"S.05.01.01.01,r0300,c0070",S.05.01.01.01,r0300,c0070,int64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11530,"S.05.01.01.01,r0310,c0070",S.05.01.01.01,r0310,c0070,float64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11531,"S.05.01.01.01,r0320,c0070",S.05.01.01.01,r0320,c0070,float64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11532,"S.05.01.01.01,r0340,c0070",S.05.01.01.01,r0340,c0070,float64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11533,"S.05.01.01.01,r0400,c0070",S.05.01.01.01,r0400,c0070,int64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11534,"S.05.01.01.01,r0410,c0070",S.05.01.01.01,r0410,c0070,float64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11535,"S.05.01.01.01,r0420,c0070",S.05.01.01.01,r0420,c0070,float64,"Changes in other technical provisions|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11536,"S.05.01.01.01,r0440,c0070",S.05.01.01.01,r0440,c0070,float64,"Changes in other technical provisions|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11537,"S.05.01.01.01,r0500,c0070",S.05.01.01.01,r0500,c0070,int64,"Changes in other technical provisions|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11538,"S.05.01.01.01,r0550,c0070",S.05.01.01.01,r0550,c0070,int64,"Expenses incurred , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11539,"S.05.01.01.01,r0610,c0070",S.05.01.01.01,r0610,c0070,float64,"Expenses incurred|Administrative expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11540,"S.05.01.01.01,r0620,c0070",S.05.01.01.01,r0620,c0070,float64,"Expenses incurred|Administrative expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11541,"S.05.01.01.01,r0640,c0070",S.05.01.01.01,r0640,c0070,float64,"Expenses incurred|Administrative expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11542,"S.05.01.01.01,r0700,c0070",S.05.01.01.01,r0700,c0070,int64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11543,"S.05.01.01.01,r0710,c0070",S.05.01.01.01,r0710,c0070,float64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11544,"S.05.01.01.01,r0720,c0070",S.05.01.01.01,r0720,c0070,float64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11545,"S.05.01.01.01,r0740,c0070",S.05.01.01.01,r0740,c0070,float64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11546,"S.05.01.01.01,r0800,c0070",S.05.01.01.01,r0800,c0070,int64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11547,"S.05.01.01.01,r0810,c0070",S.05.01.01.01,r0810,c0070,float64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11548,"S.05.01.01.01,r0820,c0070",S.05.01.01.01,r0820,c0070,float64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11549,"S.05.01.01.01,r0840,c0070",S.05.01.01.01,r0840,c0070,float64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11550,"S.05.01.01.01,r0900,c0070",S.05.01.01.01,r0900,c0070,int64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11551,"S.05.01.01.01,r0910,c0070",S.05.01.01.01,r0910,c0070,float64,"Expenses incurred|Acquisition expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11552,"S.05.01.01.01,r0920,c0070",S.05.01.01.01,r0920,c0070,float64,"Expenses incurred|Acquisition expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11553,"S.05.01.01.01,r0940,c0070",S.05.01.01.01,r0940,c0070,float64,"Expenses incurred|Acquisition expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11554,"S.05.01.01.01,r1000,c0070",S.05.01.01.01,r1000,c0070,int64,"Expenses incurred|Acquisition expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11555,"S.05.01.01.01,r1010,c0070",S.05.01.01.01,r1010,c0070,float64,"Expenses incurred|Overhead expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11556,"S.05.01.01.01,r1020,c0070",S.05.01.01.01,r1020,c0070,float64,"Expenses incurred|Overhead expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11557,"S.05.01.01.01,r1040,c0070",S.05.01.01.01,r1040,c0070,float64,"Expenses incurred|Overhead expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11558,"S.05.01.01.01,r1100,c0070",S.05.01.01.01,r1100,c0070,int64,"Expenses incurred|Overhead expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Fire and other damage to property insurance"
11559,"S.05.01.01.01,r0110,c0080",S.05.01.01.01,r0110,c0080,float64,"Premiums written|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11560,"S.05.01.01.01,r0120,c0080",S.05.01.01.01,r0120,c0080,float64,"Premiums written|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11561,"S.05.01.01.01,r0140,c0080",S.05.01.01.01,r0140,c0080,float64,"Premiums written|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11562,"S.05.01.01.01,r0200,c0080",S.05.01.01.01,r0200,c0080,int64,"Premiums written|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11563,"S.05.01.01.01,r0210,c0080",S.05.01.01.01,r0210,c0080,float64,"Premiums earned|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11564,"S.05.01.01.01,r0220,c0080",S.05.01.01.01,r0220,c0080,float64,"Premiums earned|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11565,"S.05.01.01.01,r0240,c0080",S.05.01.01.01,r0240,c0080,float64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11566,"S.05.01.01.01,r0300,c0080",S.05.01.01.01,r0300,c0080,int64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11567,"S.05.01.01.01,r0310,c0080",S.05.01.01.01,r0310,c0080,float64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11568,"S.05.01.01.01,r0320,c0080",S.05.01.01.01,r0320,c0080,float64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11569,"S.05.01.01.01,r0340,c0080",S.05.01.01.01,r0340,c0080,float64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11570,"S.05.01.01.01,r0400,c0080",S.05.01.01.01,r0400,c0080,int64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11571,"S.05.01.01.01,r0410,c0080",S.05.01.01.01,r0410,c0080,float64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11572,"S.05.01.01.01,r0420,c0080",S.05.01.01.01,r0420,c0080,float64,"Changes in other technical provisions|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11573,"S.05.01.01.01,r0440,c0080",S.05.01.01.01,r0440,c0080,float64,"Changes in other technical provisions|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11574,"S.05.01.01.01,r0500,c0080",S.05.01.01.01,r0500,c0080,int64,"Changes in other technical provisions|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11575,"S.05.01.01.01,r0550,c0080",S.05.01.01.01,r0550,c0080,int64,"Expenses incurred , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11576,"S.05.01.01.01,r0610,c0080",S.05.01.01.01,r0610,c0080,float64,"Expenses incurred|Administrative expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11577,"S.05.01.01.01,r0620,c0080",S.05.01.01.01,r0620,c0080,float64,"Expenses incurred|Administrative expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11578,"S.05.01.01.01,r0640,c0080",S.05.01.01.01,r0640,c0080,float64,"Expenses incurred|Administrative expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11579,"S.05.01.01.01,r0700,c0080",S.05.01.01.01,r0700,c0080,int64,"Expenses incurred|Administrative expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11580,"S.05.01.01.01,r0710,c0080",S.05.01.01.01,r0710,c0080,float64,"Expenses incurred|Investment management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11581,"S.05.01.01.01,r0720,c0080",S.05.01.01.01,r0720,c0080,float64,"Expenses incurred|Investment management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11582,"S.05.01.01.01,r0740,c0080",S.05.01.01.01,r0740,c0080,float64,"Expenses incurred|Investment management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11583,"S.05.01.01.01,r0800,c0080",S.05.01.01.01,r0800,c0080,int64,"Expenses incurred|Investment management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11584,"S.05.01.01.01,r0810,c0080",S.05.01.01.01,r0810,c0080,float64,"Expenses incurred|Claims management expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11585,"S.05.01.01.01,r0820,c0080",S.05.01.01.01,r0820,c0080,float64,"Expenses incurred|Claims management expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11586,"S.05.01.01.01,r0840,c0080",S.05.01.01.01,r0840,c0080,float64,"Expenses incurred|Claims management expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11587,"S.05.01.01.01,r0900,c0080",S.05.01.01.01,r0900,c0080,int64,"Expenses incurred|Claims management expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11588,"S.05.01.01.01,r0910,c0080",S.05.01.01.01,r0910,c0080,float64,"Expenses incurred|Acquisition expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11589,"S.05.01.01.01,r0920,c0080",S.05.01.01.01,r0920,c0080,float64,"Expenses incurred|Acquisition expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11590,"S.05.01.01.01,r0940,c0080",S.05.01.01.01,r0940,c0080,float64,"Expenses incurred|Acquisition expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11591,"S.05.01.01.01,r1000,c0080",S.05.01.01.01,r1000,c0080,int64,"Expenses incurred|Acquisition expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11592,"S.05.01.01.01,r1010,c0080",S.05.01.01.01,r1010,c0080,float64,"Expenses incurred|Overhead expenses|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11593,"S.05.01.01.01,r1020,c0080",S.05.01.01.01,r1020,c0080,float64,"Expenses incurred|Overhead expenses|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11594,"S.05.01.01.01,r1040,c0080",S.05.01.01.01,r1040,c0080,float64,"Expenses incurred|Overhead expenses|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11595,"S.05.01.01.01,r1100,c0080",S.05.01.01.01,r1100,c0080,int64,"Expenses incurred|Overhead expenses|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|General liability insurance"
11596,"S.05.01.01.01,r0110,c0090",S.05.01.01.01,r0110,c0090,float64,"Premiums written|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11597,"S.05.01.01.01,r0120,c0090",S.05.01.01.01,r0120,c0090,float64,"Premiums written|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11598,"S.05.01.01.01,r0140,c0090",S.05.01.01.01,r0140,c0090,float64,"Premiums written|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11599,"S.05.01.01.01,r0200,c0090",S.05.01.01.01,r0200,c0090,int64,"Premiums written|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11600,"S.05.01.01.01,r0210,c0090",S.05.01.01.01,r0210,c0090,float64,"Premiums earned|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11601,"S.05.01.01.01,r0220,c0090",S.05.01.01.01,r0220,c0090,float64,"Premiums earned|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11602,"S.05.01.01.01,r0240,c0090",S.05.01.01.01,r0240,c0090,float64,"Premiums earned|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11603,"S.05.01.01.01,r0300,c0090",S.05.01.01.01,r0300,c0090,int64,"Premiums earned|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11604,"S.05.01.01.01,r0310,c0090",S.05.01.01.01,r0310,c0090,float64,"Claims incurred|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11605,"S.05.01.01.01,r0320,c0090",S.05.01.01.01,r0320,c0090,float64,"Claims incurred|Gross - Proportional reinsurance accepted , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11606,"S.05.01.01.01,r0340,c0090",S.05.01.01.01,r0340,c0090,float64,"Claims incurred|Reinsurers' share , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11607,"S.05.01.01.01,r0400,c0090",S.05.01.01.01,r0400,c0090,int64,"Claims incurred|Net , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
11608,"S.05.01.01.01,r0410,c0090",S.05.01.01.01,r0410,c0090,float64,"Changes in other technical provisions|Gross - Direct Business , Line of Business for: non-life insurance and reinsurance obligations (direct business and accepted proportional reinsurance)|Credit and suretyship insurance"
